#danRer7.ensGene.name	danRer7.ensGene.chrom	danRer7.ensGene.strand	danRer7.ensGene.txStart	danRer7.ensGene.txEnd	danRer7.ensGene.cdsStart	danRer7.ensGene.cdsEnd	danRer7.ensGene.exonCount	danRer7.ensGene.exonStarts	danRer7.ensGene.exonEnds	danRer7.ensGene.name2	danRer7.ensemblToGeneName.value	danRer7.geneSymbol
ENSDART00000155773	chr7	-	71422170	71425427	71425427	71425427	4	71422170,71424092,71424336,71425402,	71422746,71424237,71424376,71425427,	ENSDARG00000097676	si:dkey-188k17.3	si:dkey-188k17.3
ENSDART00000156363	chr7	-	71422494	71424470	71424470	71424470	3	71422494,71424092,71424336,	71422746,71424237,71424470,	ENSDARG00000097676	si:dkey-188k17.3	si:dkey-188k17.3
ENSDART00000153481	chr7	-	71424133	71425975	71425975	71425975	2	71424133,71425413,	71424376,71425975,	ENSDARG00000097676	si:dkey-188k17.3	si:dkey-188k17.3
ENSDART00000154563	chr7	-	71425413	71426169	71426169	71426169	2	71425413,71425837,	71425473,71426169,	ENSDARG00000097676	si:dkey-188k17.3	si:dkey-188k17.3
ENSDART00000156371	chr7	+	71435213	71440232	71440232	71440232	4	71435213,71437271,71437518,71438921,	71437103,71437427,71437611,71440232,	ENSDARG00000040740	si:ch211-128b10.8	si:ch211-128b10.8
ENSDART00000059698	chr7	+	71436071	71436986	71436986	71436986	1	71436071,	71436986,	ENSDARG00000040740	si:ch211-128b10.8	si:ch211-128b10.8
ENSDART00000129159	chr7	+	71437635	71439239	71439239	71439239	3	71437635,71438656,71438921,	71437661,71438711,71439239,	ENSDARG00000040740	si:ch211-128b10.8	si:ch211-128b10.8
ENSDART00000136822	chr7	+	71502051	71506057	71506057	71506057	11	71502051,71503209,71503438,71503793,71504169,71504469,71504687,71504976,71505349,71505604,71505890,	71502336,71503336,71503688,71504065,71504347,71504546,71504868,71505225,71505521,71505753,71506057,	ENSDARG00000093923	si:ch211-128b10.1	si:ch211-128b10.1
ENSDART00000139869	chr7	-	71552482	71557007	71553193	71556971	6	71552482,71554189,71554937,71555360,71556313,71556750,	71554092,71554313,71555168,71556197,71556602,71557007,	ENSDARG00000027697	olfcw1	olfcw1
ENSDART00000156875	chr7	-	71563820	71564743	71564743	71564743	3	71563820,71564106,71564560,	71564047,71564395,71564743,	ENSDARG00000097509	si:dkey-53f14.4	si:dkey-53f14.4
ENSDART00000124263	chr7	+	71756872	71756990	71756990	71756990	1	71756872,	71756990,	ENSDARG00000087858	BX914218.1	BX914218.1
ENSDART00000059643	chr7	+	71861748	71866421	71861805	71866374	6	71861748,71862099,71862468,71863312,71865231,71865469,	71862014,71862388,71863227,71863540,71865355,71866421,	ENSDARG00000022229	v2ra1	v2ra1
ENSDART00000154152	chr7	+	71861904	71866362	71861904	71866362	6	71861904,71862099,71862465,71863312,71865231,71865469,	71862014,71862388,71863227,71863540,71865355,71866362,	ENSDARG00000022229	v2ra1	v2ra1
ENSDART00000157292	chr7	+	71873158	71874556	71874556	71874556	2	71873158,71873592,	71873421,71874556,	ENSDARG00000097625	si:dkey-53f14.5	si:dkey-53f14.5
ENSDART00000146796	chr7	-	71942523	71944217	71944217	71944217	2	71942523,71943895,	71942831,71944217,	ENSDARG00000092441	si:dkey-53f14.2	si:dkey-53f14.2
ENSDART00000088854	chr7	+	71980894	71984753	71980894	71984753	6	71980894,71981271,71981664,71982501,71983551,71983839,	71981103,71981560,71982423,71982729,71983675,71984753,	ENSDARG00000038532	CABZ01012890.1	CABZ01012890.1
ENSDART00000056223	chr7	+	72032422	72036823	72032422	72036823	7	72032422,72032788,72033146,72034015,72034805,72035083,72036819,	72032640,72033077,72033899,72034243,72034929,72035984,72036823,	ENSDARG00000073780	CABZ01012885.1	CABZ01012885.1
ENSDART00000130304	chr7	-	72132223	72140596	72132223	72140596	5	72132223,72132606,72133116,72139594,72140535,	72132498,72133059,72133519,72140439,72140596,	ENSDARG00000086977	ATXN1L	ATXN1L
ENSDART00000127351	chr7	-	72132223	72140596	72132223	72140596	6	72132223,72132558,72133108,72133336,72139594,72140535,	72132420,72133072,72133273,72133519,72140430,72140596,	ENSDARG00000086977	ATXN1L	ATXN1L
ENSDART00000097871	chr7	+	72154088	72164880	72154293	72164325	8	72154088,72155718,72155857,72156245,72159136,72161197,72161374,72164216,	72154348,72155779,72155938,72156457,72159312,72161293,72161475,72164880,	ENSDARG00000067918	elp5	elp5
ENSDART00000109644	chr7	+	72166992	72184568	72167273	72183442	7	72166992,72175268,72175497,72176689,72176976,72180239,72183381,	72167378,72175335,72175616,72176878,72177088,72180324,72184568,	ENSDARG00000035781	ctdnep1b	ctdnep1b
ENSDART00000028064	chr7	+	72166992	72184520	72167273	72183442	8	72166992,72175268,72175497,72176689,72176976,72180239,72183381,72184405,	72167378,72175335,72175616,72176878,72177088,72180324,72184375,72184520,	ENSDARG00000035781	ctdnep1b	ctdnep1b
ENSDART00000073861	chr7	+	72187369	72194082	72187369	72194082	4	72187369,72189488,72190814,72194016,	72187462,72189567,72190933,72194082,	ENSDARG00000052082	GABARAP (2 of 2)	GABARAP (2 of 2)
ENSDART00000008421	chr7	+	72195885	72211300	72195960	72209283	13	72195885,72196173,72196408,72198001,72198128,72201366,72201527,72203335,72203571,72208121,72209021,72209211,72211093,	72196008,72196311,72196457,72198043,72198253,72201450,72201641,72203429,72203603,72208258,72209103,72209309,72211300,	ENSDARG00000004874	spata6l	spata6l
ENSDART00000115842	chr7	+	72207165	72207356	72207356	72207356	1	72207165,	72207356,	ENSDARG00000082614	U2	U2
ENSDART00000109507	chr7	+	72254543	72301905	72254543	72301905	10	72254543,72257443,72263031,72271759,72283287,72284052,72293109,72298378,72300325,72301762,	72254655,72257566,72263157,72271906,72283416,72284178,72293256,72298510,72300460,72301905,	ENSDARG00000073741	RAP1GDS1	RAP1GDS1
ENSDART00000090165	chr7	+	72373307	72442188	72389434	72427844	37	72373307,72389264,72390245,72392450,72394142,72395540,72398695,72399572,72401096,72403493,72405375,72405684,72407380,72411361,72413089,72413262,72414803,72415719,72416388,72418391,72418770,72421497,72422885,72426627,72427118,72427643,72430520,72431020,72431263,72431520,72431827,72434018,72435620,72438917,72439121,72440105,72441755,	72373378,72389665,72390340,72392764,72394339,72395864,72398804,72399704,72401441,72403636,72405572,72405775,72407548,72411570,72413183,72413515,72414992,72415905,72416585,72418602,72418915,72421639,72423081,72426892,72427536,72427845,72430665,72431150,72431333,72431667,72432033,72434066,72435800,72439034,72439237,72440191,72442188,	ENSDARG00000069473	frem1a	frem1a
ENSDART00000112621	chr7	-	72488999	72511552	72488999	72511552	7	72488999,72497502,72497810,72499806,72505546,72505785,72511408,	72489173,72497602,72497893,72499920,72505681,72505878,72511552,	ENSDARG00000078615	USP53	USP53
ENSDART00000049928	chr7	-	72545896	72561522	72546487	72557269	6	72545896,72547484,72551383,72552025,72557187,72561503,	72546734,72547668,72551498,72552192,72557274,72561522,	ENSDARG00000012311	myoz2a	myoz2a
ENSDART00000124764	chr7	-	72545913	72561522	72546487	72557269	7	72545913,72547484,72551383,72552025,72556987,72557187,72561503,	72546734,72547668,72551498,72552190,72556989,72557274,72561522,	ENSDARG00000012311	myoz2a	myoz2a
ENSDART00000115039	chr7	-	72582654	72587983	72582654	72587983	6	72582654,72583196,72584178,72585018,72585751,72587856,	72582908,72583770,72584307,72585526,72586361,72587983,	ENSDARG00000079675	SYNPO2 (2 of 2)	SYNPO2 (2 of 2)
ENSDART00000123380	chr7	-	72665753	72689906	72665753	72689906	7	72665753,72666003,72666499,72668975,72671206,72673640,72689726,	72665788,72666070,72666604,72669083,72671277,72673710,72689906,	ENSDARG00000088100	KCNIP4	KCNIP4
ENSDART00000112969	chr7	-	72818894	72867727	72818894	72867727	27	72818894,72819148,72819469,72819778,72824063,72825216,72829300,72831819,72833532,72835077,72836533,72836585,72836647,72837032,72837196,72837402,72837557,72838332,72839185,72839233,72841423,72845081,72845503,72845854,72853397,72857091,72867656,	72819082,72819442,72819751,72820278,72824159,72825362,72829424,72831944,72833741,72835177,72836560,72836613,72836886,72837132,72837317,72837426,72837642,72838341,72839210,72839398,72841637,72845242,72845575,72845926,72853402,72857161,72867727,	ENSDARG00000073673	GPR125	GPR125
ENSDART00000125650	chr7	+	72827096	72827786	72827096	72827786	2	72827096,72827549,	72827228,72827786,	ENSDARG00000090305	CABZ01086759.2	CABZ01086759.2
ENSDART00000065234	chr7	+	72890147	72896535	72890147	72896535	5	72890147,72890790,72894141,72896130,72896521,	72890223,72891015,72894932,72896254,72896535,	ENSDARG00000031150	gba3	gba3
ENSDART00000118799	chr7	+	72942928	72943046	72943046	72943046	1	72942928,	72943046,	ENSDARG00000081374	5S_rRNA	5S_rRNA
ENSDART00000123219	chr7	+	73648396	73648514	73648514	73648514	1	73648396,	73648514,	ENSDARG00000091392	5S_rRNA	5S_rRNA
ENSDART00000081245	chr7	-	73835482	73888357	73835883	73888262	14	73835482,73838784,73841530,73843598,73847244,73852116,73854813,73855239,73868417,73875898,73881955,73884051,73885113,73888194,	73836001,73838954,73841721,73843721,73847436,73852225,73854963,73855326,73868585,73876117,73882115,73884245,73885474,73888357,	ENSDARG00000015392	dhx15	dhx15
ENSDART00000149682	chr7	-	73884169	73888548	73884169	73888388	3	73884169,73885113,73888380,	73884245,73885474,73888548,	ENSDARG00000015392	dhx15	dhx15
ENSDART00000102756	chr7	+	73892675	73896143	73895146	73895788	2	73892675,73895131,	73892776,73896143,	ENSDARG00000070168	sod3a	sod3a
ENSDART00000128928	chr7	+	73928150	73934118	73928150	73933364	6	73928150,73930152,73931829,73932430,73932962,73933240,	73930077,73930316,73932050,73932560,73933063,73934118,	ENSDARG00000087767	CABZ01074298.1	CABZ01074298.1
ENSDART00000112841	chr7	+	73934666	73961321	73934666	73961321	12	73934666,73936543,73936867,73939689,73939976,73941077,73942490,73944494,73944683,73946635,73957828,73961046,	73934717,73936705,73936906,73939797,73940093,73941250,73942563,73944579,73944828,73946712,73957915,73961321,	ENSDARG00000078829	ccdc149a	ccdc149a
ENSDART00000124031	chr7	+	73936645	73961225	73936645	73961225	10	73936645,73936867,73939689,73939976,73941077,73942490,73944494,73944683,73946635,73961046,	73936705,73936906,73939797,73940093,73941250,73942563,73944579,73944828,73946712,73961225,	ENSDARG00000078829	ccdc149a	ccdc149a
ENSDART00000120036	chr7	+	73936971	73937086	73937086	73937086	1	73936971,	73937086,	ENSDARG00000084636	5S_rRNA	5S_rRNA
ENSDART00000097944	chr7	+	73964541	73970958	73964541	73970958	7	73964541,73965200,73966952,73967991,73968685,73970463,73970846,	73964559,73965276,73967131,73968094,73968771,73970663,73970958,	ENSDARG00000033909	CABZ01058113.1	CABZ01058113.1
ENSDART00000122047	chr7	+	74346670	74350248	74346670	74350248	4	74346670,74346909,74349535,74349946,	74346830,74346957,74349667,74350248,	ENSDARG00000091550	EMILIN2 (2 of 2)	EMILIN2 (2 of 2)
ENSDART00000087099	chr7	-	74360031	74419118	74360031	74419118	43	74360031,74361804,74361947,74362434,74364251,74366013,74366231,74367300,74369011,74369215,74370471,74370621,74372106,74374904,74375038,74375934,74377045,74377418,74378536,74378783,74381900,74386119,74386906,74389074,74389282,74390221,74391296,74391426,74393332,74395431,74397010,74398571,74400342,74402185,74403326,74406546,74406630,74409821,74410102,74411998,74412238,74414461,74418984,	74360274,74361860,74361970,74362471,74364415,74366119,74366270,74367388,74369125,74369283,74370531,74370766,74372243,74374949,74375145,74376091,74377160,74377603,74378663,74378980,74382212,74386241,74387081,74389251,74389295,74390346,74391350,74391623,74393474,74395593,74397172,74398616,74400431,74402278,74403536,74406576,74406710,74409984,74410295,74412049,74412246,74414479,74419118,	ENSDARG00000076821	MYOM1 (2 of 2)	MYOM1 (2 of 2)
ENSDART00000037750	chr7	+	74427739	74435529	74432350	74434909	4	74427739,74432322,74432816,74434736,	74427774,74432534,74432978,74435529,	ENSDARG00000014433	myl12.1	myl12.1
ENSDART00000111504	chr7	-	74456966	74492467	74457054	74492409	13	74456966,74462302,74464914,74465725,74466311,74472188,74474803,74477374,74479868,74481086,74481398,74487089,74492343,	74457615,74462497,74465010,74465877,74466421,74472247,74474884,74477394,74479945,74481223,74481521,74487209,74492467,	ENSDARG00000079906	cacnb2a	cacnb2a
ENSDART00000112679	chr7	-	74457052	74492683	74474844	74492409	14	74457052,74462302,74464914,74465725,74466311,74472188,74474803,74477374,74477604,74479868,74481086,74481398,74487089,74492343,	74457615,74462497,74465010,74465877,74466421,74472247,74474884,74477394,74477738,74479945,74481223,74481521,74487209,74492683,	ENSDARG00000079906	cacnb2a	cacnb2a
ENSDART00000103725	chr7	-	74457052	74492683	74479612	74492409	14	74457052,74462302,74464914,74465725,74466311,74472188,74474803,74477604,74479489,74479868,74481086,74481398,74487089,74492343,	74457615,74462497,74465010,74465877,74466421,74472247,74474884,74477738,74479734,74479945,74481223,74481521,74487209,74492683,	ENSDARG00000079906	cacnb2a	cacnb2a
ENSDART00000113991	chr7	-	74457052	74492683	74457054	74492409	13	74457052,74462302,74464914,74465725,74466311,74472188,74474803,74477604,74479868,74481086,74481398,74487089,74492343,	74457615,74462497,74465010,74465877,74466421,74472247,74474884,74477738,74479945,74481223,74481521,74487209,74492683,	ENSDARG00000079906	cacnb2a	cacnb2a
ENSDART00000149727	chr7	-	74457052	74500031	74479612	74500014	14	74457052,74462302,74464914,74465725,74466311,74472188,74474803,74477604,74479489,74479868,74481086,74481398,74487089,74499969,	74457615,74462497,74465010,74465877,74466421,74472247,74474884,74477738,74479734,74479945,74481223,74481521,74487209,74500031,	ENSDARG00000079906	cacnb2a	cacnb2a
ENSDART00000148567	chr7	-	74457052	74500031	74474844	74500014	14	74457052,74462302,74464914,74465725,74466311,74472188,74474803,74477374,74477604,74479868,74481086,74481398,74487089,74499969,	74457615,74462497,74465010,74465877,74466421,74472247,74474884,74477394,74477738,74479945,74481223,74481521,74487209,74500031,	ENSDARG00000079906	cacnb2a	cacnb2a
ENSDART00000148742	chr7	-	74457052	74500031	74457054	74500014	13	74457052,74462302,74464914,74465725,74466311,74472188,74474803,74477374,74479868,74481086,74481398,74487089,74499969,	74457615,74462497,74465010,74465877,74466421,74472247,74474884,74477394,74479945,74481223,74481521,74487209,74500031,	ENSDARG00000079906	cacnb2a	cacnb2a
ENSDART00000148551	chr7	-	74457052	74500031	74457054	74500014	13	74457052,74462302,74464914,74465725,74466311,74472188,74474803,74477604,74479868,74481086,74481398,74487089,74499969,	74457615,74462497,74465010,74465877,74466421,74472247,74474884,74477738,74479945,74481223,74481521,74487209,74500031,	ENSDARG00000079906	cacnb2a	cacnb2a
ENSDART00000108874	chr7	-	74640004	74660965	74640004	74660965	20	74640004,74640607,74642301,74642765,74644795,74645429,74645880,74649028,74650403,74651326,74651685,74652318,74654054,74656104,74656733,74657054,74658179,74658726,74659038,74660845,	74640125,74640797,74642582,74642919,74644980,74645576,74646047,74649173,74650539,74651499,74651774,74652423,74654247,74656350,74656897,74657159,74658299,74658931,74659127,74660965,	ENSDARG00000079151	CU459012.3	CU459012.3
ENSDART00000111250	chr7	-	74698282	74710906	74699537	74710906	4	74698282,74703313,74705034,74710386,	74700141,74703448,74705167,74710906,	ENSDARG00000078718	PLA2G3 (2 of 2)	PLA2G3 (2 of 2)
ENSDART00000092674	chr7	+	74728576	74750981	74728576	74750981	18	74728576,74731469,74733309,74733476,74734831,74735015,74735385,74735846,74736130,74737341,74737902,74739176,74741338,74741548,74743133,74744546,74746522,74750850,	74728662,74731599,74733393,74733686,74734864,74735028,74735418,74736080,74736292,74737421,74737977,74739286,74741465,74741605,74743288,74744628,74746619,74750981,	ENSDARG00000076712	RPH3A (2 of 2)	RPH3A (2 of 2)
ENSDART00000123272	chr7	-	74796350	74808800	74796350	74808800	8	74796350,74796768,74799228,74801789,74805688,74805902,74807584,74808733,	74796668,74796885,74799402,74801940,74805820,74805956,74807687,74808800,	ENSDARG00000087154	RASGRP2 (2 of 2)	RASGRP2 (2 of 2)
ENSDART00000149728	chr7	+	74844857	74858601	74849697	74858595	6	74844857,74849658,74852074,74854855,74855398,74858374,	74844971,74849808,74852257,74855008,74855489,74858601,	ENSDARG00000086747	tollip	tollip
ENSDART00000126917	chr7	+	74847930	74858943	74848056	74858595	6	74847930,74849658,74852074,74854855,74855398,74858374,	74848089,74849808,74852257,74855008,74855489,74858943,	ENSDARG00000086747	tollip	tollip
ENSDART00000148421	chr7	-	74859527	74906289	74859670	74906289	40	74859527,74862586,74863577,74863693,74863933,74866948,74867157,74867284,74867548,74867959,74868300,74880368,74880669,74880812,74881211,74881429,74882889,74885088,74885356,74885669,74887508,74889330,74889837,74889991,74891378,74891578,74892474,74894042,74894428,74894594,74895428,74896643,74897726,74898278,74899824,74900040,74901149,74902995,74903339,74906179,	74859872,74862707,74863617,74863819,74864029,74867077,74867198,74867389,74867720,74868219,74880129,74880584,74880713,74880960,74881340,74881586,74883126,74885268,74885461,74885808,74887660,74889431,74889887,74890247,74891505,74891673,74892639,74894183,74894498,74894705,74895567,74896761,74897852,74898492,74899931,74900131,74901264,74903257,74903390,74906289,	ENSDARG00000089847	MUC5AC (3 of 3)	MUC5AC (3 of 3)
ENSDART00000127798	chr7	-	74859712	74903243	74859712	74903243	55	74859712,74862586,74863577,74863693,74863933,74866948,74867157,74867284,74867548,74867959,74868376,74868666,74869371,74869582,74869849,74870890,74871400,74872420,74873367,74874145,74874931,74875833,74876575,74876767,74877472,74878513,74879763,74880368,74880669,74880812,74881211,74881429,74882889,74885088,74885356,74885669,74887508,74889330,74889837,74889991,74891378,74891578,74892474,74894042,74894428,74894594,74895428,74896643,74897723,74898278,74899798,74899824,74900040,74901149,74902995,	74859878,74862707,74863617,74863819,74864029,74867077,74867198,74867389,74867720,74868205,74868516,74869343,74869466,74869633,74870860,74871370,74872144,74873280,74873788,74874811,74875773,74876539,74876716,74877352,74878360,74879670,74880015,74880584,74880713,74880960,74881340,74881586,74883126,74885268,74885461,74885808,74887660,74889431,74889887,74890247,74891505,74891673,74892639,74894183,74894498,74894705,74895567,74896761,74897852,74898492,74899801,74899931,74900131,74901264,74903243,	ENSDARG00000089847	MUC5AC (3 of 3)	MUC5AC (3 of 3)
ENSDART00000148965	chr7	-	74914271	74920390	74914487	74920390	9	74914271,74914866,74915488,74917086,74917403,74917717,74919341,74919684,74920309,	74914546,74914997,74915558,74917265,74917596,74917901,74919586,74919856,74920390,	ENSDARG00000090771	muc5f	muc5f
ENSDART00000122247	chr7	-	74914487	74920417	74914487	74920417	10	74914487,74914866,74915488,74917086,74917403,74917717,74919341,74919684,74920002,74920275,	74914546,74914997,74915558,74917265,74917596,74917901,74919586,74919856,74920178,74920417,	ENSDARG00000090771	muc5f	muc5f
ENSDART00000122528	chr7	+	74978404	74983373	74978404	74983373	2	74978404,74983205,	74978551,74983373,	ENSDARG00000088952	CU694197.1	CU694197.1
ENSDART00000065586	chr7	+	75006178	75013089	75006178	75013089	7	75006178,75006862,75007481,75008536,75010877,75011190,75013005,	75006466,75007041,75007608,75008662,75011032,75011317,75013089,	ENSDARG00000044635	ptprda	ptprda
ENSDART00000128634	chr7	+	75006438	75008632	75006438	75008632	7	75006438,75006862,75006922,75007481,75008536,75008594,75008614,	75006466,75006918,75007041,75007608,75008593,75008612,75008632,	ENSDARG00000044635	ptprda	ptprda
ENSDART00000123453	chr7	-	75095953	75101058	75095953	75101058	4	75095953,75097994,75098852,75099107,	75096083,75098215,75099016,75101058,	ENSDARG00000086141	CU929396.1	CU929396.1
ENSDART00000124827	chr7	-	75111552	75121942	75111593	75121882	8	75111552,75112486,75113254,75114880,75115038,75117921,75120956,75121712,	75112411,75112651,75113424,75114952,75115110,75117993,75121028,75121942,	ENSDARG00000089957	lgi2a	lgi2a
ENSDART00000042492	chr7	-	75125539	75143821	75125690	75143681	11	75125539,75128110,75129903,75133653,75136932,75137156,75138297,75138684,75139929,75142250,75143567,	75125952,75128201,75129997,75133745,75137062,75137259,75138451,75138843,75140048,75142405,75143821,	ENSDARG00000033861	sepsecs	sepsecs
ENSDART00000045253	chr7	-	75151087	75172476	75151087	75172476	20	75151087,75151807,75153352,75154188,75156419,75156780,75158653,75160627,75160861,75161944,75162760,75164134,75164587,75166555,75168623,75170031,75170305,75171164,75171751,75172361,	75151204,75151993,75153475,75154336,75156562,75156885,75158778,75160784,75160946,75162080,75162920,75164251,75164688,75166727,75168763,75170215,75170384,75171293,75171920,75172476,	ENSDARG00000026376	aco1	aco1
ENSDART00000102718	chr7	-	75181961	75182453	75181961	75182453	1	75181961,	75182453,	ENSDARG00000088577	CABZ01061717.1	CABZ01061717.1
ENSDART00000100396	chr7	+	75191965	75197308	75194616	75196860	3	75191965,75194603,75196644,	75192157,75195360,75197308,	ENSDARG00000069135	ppp1r15a	ppp1r15a
ENSDART00000111797	chr7	-	75204964	75219450	75204964	75219450	6	75204964,75206912,75212329,75213231,75216324,75219336,	75205151,75207050,75212467,75213373,75216439,75219450,	ENSDARG00000077782	ACER2	ACER2
ENSDART00000047069	chr7	+	75222915	75229200	75223087	75229086	7	75222915,75224461,75224660,75225839,75227514,75228268,75228948,	75223307,75224535,75224835,75225941,75227690,75228340,75229200,	ENSDARG00000042894	tyms	tyms
ENSDART00000012070	chr7	+	75235851	75244605	75236266	75244144	7	75235851,75236265,75238140,75238499,75240693,75241285,75244135,	75236089,75236361,75238275,75238604,75240828,75241406,75244605,	ENSDARG00000004015	adcyap1a	adcyap1a
ENSDART00000128678	chr7	-	75264027	75272724	75265798	75272724	8	75264027,75266258,75267261,75268306,75270348,75270537,75272214,75272463,	75266022,75266344,75267368,75268481,75270418,75270901,75272280,75272724,	ENSDARG00000088999	METTL4	METTL4
ENSDART00000129984	chr7	+	75299509	75310010	75299509	75310010	10	75299509,75299938,75302978,75305610,75305762,75306176,75308339,75308828,75309047,75309882,	75299525,75300083,75303072,75305683,75305902,75306311,75308573,75308974,75309133,75310010,	ENSDARG00000090920	SMCHD1 (2 of 2)	SMCHD1 (2 of 2)
ENSDART00000016267	chr7	-	75311744	75322222	75311744	75322222	10	75311744,75312172,75314161,75315385,75315994,75317066,75318937,75320702,75321843,75322057,	75311870,75312319,75314293,75315473,75316056,75317182,75319095,75320782,75321972,75322222,	ENSDARG00000014836	smchd1	smchd1
ENSDART00000126193	chr7	+	75367604	75367719	75367719	75367719	1	75367604,	75367719,	ENSDARG00000087883	5S_rRNA	5S_rRNA
ENSDART00000130331	chr7	+	75450995	75451086	75451086	75451086	1	75450995,	75451086,	ENSDARG00000088980	CU499328.1	CU499328.1
ENSDART00000012918	chr7	+	75462952	75470793	75463123	75470670	6	75462952,75463513,75464966,75468750,75469838,75470642,	75463243,75463616,75465154,75468852,75469927,75470793,	ENSDARG00000006300	psmd9	psmd9
ENSDART00000011303	chr7	+	75472023	75489310	75472168	75483308	6	75472023,75474847,75476935,75477826,75479098,75483255,	75472232,75475047,75477042,75478033,75479235,75489310,	ENSDARG00000017014	ywhae2	ywhae2
ENSDART00000017763	chr7	-	75501696	75523464	75501696	75523464	15	75501696,75503668,75504134,75504500,75504704,75508703,75512631,75515403,75515492,75515630,75515740,75517921,75519240,75521171,75523402,	75501795,75503734,75504247,75504615,75504871,75508893,75512680,75515424,75515546,75515656,75515815,75518025,75519325,75521253,75523464,	ENSDARG00000041086	CABZ01071177.1	CABZ01071177.1
ENSDART00000108916	chr7	-	75563724	75616266	75563724	75616266	15	75563724,75572630,75574188,75574780,75578319,75583952,75588470,75592677,75595785,75599063,75601417,75602920,75606420,75607579,75615143,	75563868,75572709,75574261,75574879,75578443,75584082,75588851,75592952,75596392,75599221,75601521,75603095,75606609,75607704,75616266,	ENSDARG00000076697	SIPA1	SIPA1
ENSDART00000118481	chr7	-	75671969	75672088	75672088	75672088	1	75671969,	75672088,	ENSDARG00000083050	5S_rRNA	5S_rRNA
ENSDART00000086005	chr7	+	75676939	75719437	75676939	75715097	23	75676939,75679119,75679657,75682456,75682774,75685992,75687930,75690169,75693344,75693757,75695773,75696788,75699560,75703002,75704095,75706626,75707204,75708090,75711565,75711954,75713808,75714135,75714960,	75676987,75679280,75679839,75682662,75682905,75686198,75688110,75691443,75693552,75693981,75695919,75696892,75699684,75703196,75704242,75706746,75707360,75708194,75711787,75712121,75714004,75714358,75719437,	ENSDARG00000003682	HECTD4 (1 of 3)	HECTD4 (1 of 3)
ENSDART00000127725	chr7	+	75722600	75729849	75722600	75729730	7	75722600,75723619,75724176,75727079,75728275,75729483,75729665,	75722772,75723680,75724262,75727243,75728328,75729587,75729849,	ENSDARG00000003846	mrpl21	mrpl21
ENSDART00000123887	chr7	-	75734093	75755369	75734093	75755369	16	75734093,75735670,75736236,75737103,75739505,75739702,75740134,75742046,75743283,75744024,75745947,75748416,75750189,75751285,75753422,75755301,	75734166,75735769,75736322,75737205,75739612,75739878,75740210,75742534,75743315,75744308,75746029,75748434,75750485,75751306,75753490,75755369,	ENSDARG00000090326	MAPK8IP1 (1 of 2)	MAPK8IP1 (1 of 2)
ENSDART00000123067	chr7	+	75765839	75774226	75765839	75774226	5	75765839,75769441,75773464,75773573,75774045,	75765865,75769523,75773476,75773707,75774226,	ENSDARG00000088521	SLC29A2 (2 of 2)	SLC29A2 (2 of 2)
ENSDART00000130140	chr7	-	76012353	76013766	76012353	76013766	1	76012353,	76013766,	ENSDARG00000087503	CABZ01079386.1	CABZ01079386.1
ENSDART00000131113	chr7	+	76037637	76057882	76037637	76057882	5	76037637,76037995,76042885,76043259,76057049,	76037808,76038100,76042904,76043358,76057882,	ENSDARG00000090624	CABZ01112777.1	CABZ01112777.1
ENSDART00000125318	chr7	+	76185713	76186481	76185713	76186481	3	76185713,76185921,76186327,	76185776,76186028,76186481,	ENSDARG00000088545	ABCA4 (4 of 4)	ABCA4 (4 of 4)
ENSDART00000129379	chr7	+	76198395	76206748	76198395	76206748	5	76198395,76200506,76202420,76202716,76206649,	76198521,76200634,76202519,76202909,76206748,	ENSDARG00000089785	CABZ01081472.1	CABZ01081472.1
ENSDART00000122874	chr7	+	76211204	76218609	76211204	76218609	8	76211204,76211679,76212272,76214808,76215051,76217675,76218033,76218485,	76211210,76211849,76212450,76214924,76215196,76217799,76218163,76218609,	ENSDARG00000090648	ABCA7 (2 of 3)	ABCA7 (2 of 3)
ENSDART00000125308	chr7	-	76219903	76236505	76219903	76236505	8	76219903,76220379,76220671,76220930,76223980,76229006,76232234,76236407,	76220048,76220511,76220843,76221047,76224185,76229228,76232457,76236505,	ENSDARG00000086194	CABZ01103841.1	CABZ01103841.1
ENSDART00000130364	chr7	-	76240268	76250422	76240268	76250422	6	76240268,76240529,76242851,76245517,76250114,76250358,	76240381,76240661,76242992,76245591,76250208,76250422,	ENSDARG00000087902	CABZ01073306.1	CABZ01073306.1
ENSDART00000116354	chr7	+	76268835	76268907	76268907	76268907	1	76268835,	76268907,	ENSDARG00000080961	dre-mir-31	dre-mir-31
ENSDART00000131105	chr7	+	76271850	76275746	76271850	76273683	4	76271850,76272117,76273584,76274687,	76271942,76272361,76274119,76275746,	ENSDARG00000091729	ABCA7 (3 of 3)	ABCA7 (3 of 3)
ENSDART00000121421	chr7	+	76310644	76325357	76310644	76324834	10	76310644,76312500,76314336,76316267,76318119,76318391,76320761,76323377,76323659,76324688,	76310789,76312620,76314429,76317157,76318153,76318796,76320847,76323453,76323791,76325357,	ENSDARG00000088164	DOK7 (2 of 2)	DOK7 (2 of 2)
