#dm3.ensGene.name	dm3.ensGene.chrom	dm3.ensGene.strand	dm3.ensGene.txStart	dm3.ensGene.txEnd	dm3.ensGene.cdsStart	dm3.ensGene.cdsEnd	dm3.ensGene.exonCount	dm3.ensGene.exonStarts	dm3.ensGene.exonEnds	dm3.ensGene.name2	dm3.ensemblToGeneName.value	dm3.geneSymbol
FBtr0299880	chr3L	+	23549024	23682740	23559941	23682671	8	23549024,23559938,23561646,23576280,23611573,23627349,23642223,23682584,	23549148,23560314,23563058,23576464,23611739,23627482,23642472,23682740,	FBgn0250816	AGO3	AGO3
FBtr0301725	chr3L	+	23549024	23642556	23559941	23642556	7	23549024,23559938,23561646,23576280,23611573,23627349,23642223,	23549148,23560314,23563058,23576464,23611739,23627482,23642556,	FBgn0250816	AGO3	AGO3
FBtr0111152	chr3L	-	23832959	23979510	23833021	23979408	13	23832959,23866709,23867091,23867347,23882204,23882959,23883160,23905377,23927514,23927654,23927979,23967697,23979363,	23833280,23867024,23867288,23867531,23882899,23883110,23883306,23905555,23927594,23927925,23928221,23967760,23979510,	FBgn0058470	CG40470	CG40470
FBtr0113473	chr3L	+	24317966	24394755	24318155	24394513	6	24317966,24341428,24358858,24393954,24394120,24394354,	24318302,24341822,24359162,24394066,24394294,24394755,	FBgn0259697	nvd	nvd
FBtr0329896	chr3L	+	22427	26308	24192	26078	7	22427,22543,24751,25088,25340,25618,26029,	22482,24696,24908,25280,25559,25976,26308,	FBgn0052475	mthl8	mthl8
FBtr0072462	chr3L	+	24172	26308	24192	26078	6	24172,24751,25088,25340,25618,26029,	24696,24908,25280,25559,25976,26308,	FBgn0052475	mthl8	mthl8
FBtr0305596	chr3L	-	53872	54751	54480	54669	1	53872,	54751,	FBgn0262679	CG43149	CG43149
FBtr0072463	chr3L	+	66429	68995	66514	68898	2	66429,66786,	66721,68995,	FBgn0002564	Lsp1gamma	Lsp1gamma
FBtr0305594	chr3L	+	70850	71400	70935	71284	2	70850,71096,	71026,71400,	FBgn0262680	CG43150	CG43150
FBtr0334095	chr3L	-	72195	73101	73101	73101	2	72195,72765,	72529,73101,	FBgn0264720	CR43988	CR43988
FBtr0305595	chr3L	-	73944	75332	74637	75210	2	73944,74453,	74391,75332,	FBgn0035097	CG13405	CG13405
FBtr0072541	chr3L	-	74485	75270	74637	75210	1	74485,	75270,	FBgn0035097	CG13405	CG13405
FBtr0072540	chr3L	-	97627	98375	97922	98329	2	97627,98284,	98144,98375,	FBgn0040688	CG12483	CG12483
FBtr0072466	chr3L	+	131811	145293	135634	143820	7	131811,135057,135457,135966,141769,142942,143514,	131913,135384,135842,136335,142879,143217,145293,	FBgn0020386	Pdk1	Pdk1
FBtr0072467	chr3L	+	131811	145293	135634	143820	6	131811,135457,135966,141769,142942,143514,	132055,135842,136335,142879,143217,145293,	FBgn0020386	Pdk1	Pdk1
FBtr0072465	chr3L	+	131811	144642	135634	143820	6	131811,135457,135966,141769,142942,143514,	132530,135842,136335,142879,143217,144642,	FBgn0020386	Pdk1	Pdk1
FBtr0072468	chr3L	+	132732	144054	132794	143820	6	132732,135457,135966,141769,142942,143514,	132809,135842,136335,142879,143217,144054,	FBgn0020386	Pdk1	Pdk1
FBtr0072469	chr3L	+	141089	144054	141840	143820	5	141089,141563,141769,142942,143514,	141440,141691,142879,143217,144054,	FBgn0020386	Pdk1	Pdk1
FBtr0072470	chr3L	+	141095	145293	141840	143820	6	141095,141319,141563,141769,142942,143514,	141151,141440,141691,142879,143217,145293,	FBgn0020386	Pdk1	Pdk1
FBtr0072471	chr3L	+	141320	145293	141840	143820	4	141320,141769,142942,143514,	141440,142879,143217,145293,	FBgn0020386	Pdk1	Pdk1
FBtr0273351	chr3L	+	146432	149056	146503	148970	9	146432,146771,147137,147452,147729,147935,148461,148703,148894,	146706,147082,147398,147666,147883,148413,148645,148841,149056,	FBgn0035099	CG6845	CG6845
FBtr0273352	chr3L	+	146432	149056	146503	148970	5	146432,146771,148461,148703,148894,	146706,147082,148645,148841,149056,	FBgn0035099	CG6845	CG6845
FBtr0273353	chr3L	+	146432	149056	147754	148970	7	146432,146771,147452,147935,148461,148703,148894,	146706,147398,147883,148413,148645,148841,149056,	FBgn0035099	CG6845	CG6845
FBtr0072538	chr3L	-	149678	152589	149807	152036	6	149678,150083,150348,151847,152122,152340,	150018,150296,151790,152069,152298,152589,	FBgn0263988	Dic61B	Dic61B
FBtr0072539	chr3L	-	149678	152589	149807	152397	6	149678,150083,150348,151847,152122,152340,	150018,150296,151790,152069,152272,152589,	FBgn0263988	Dic61B	Dic61B
FBtr0299864	chr3L	+	152883	174517	153070	173908	4	152883,167475,168580,172060,	153304,167619,168850,174517,	FBgn0035101	p130CAS	p130CAS
FBtr0305597	chr3L	-	157817	158211	157984	158167	1	157817,	158211,	FBgn0262681	CG43151	CG43151
FBtr0301889	chr3L	+	160803	174517	161251	173908	4	160803,167475,168580,172060,	161371,167619,168850,174517,	FBgn0035101	p130CAS	p130CAS
FBtr0072475	chr3L	+	171740	174517	172201	173908	2	171740,172060,	171979,174517,	FBgn0035101	p130CAS	p130CAS
FBtr0299865	chr3L	+	171740	174517	172204	173908	2	171740,172060,	171868,174517,	FBgn0035101	p130CAS	p130CAS
FBtr0299866	chr3L	+	171740	174517	172201	173908	3	171740,171935,172060,	171868,171979,174517,	FBgn0035101	p130CAS	p130CAS
FBtr0072537	chr3L	-	175111	176228	175192	176203	1	175111,	176228,	FBgn0035102	CG7049	CG7049
FBtr0301890	chr3L	-	176305	178635	176689	177837	4	176305,177145,177381,178496,	177079,177328,178305,178635,	FBgn0035103	Vdup1	Vdup1
FBtr0334069	chr3L	-	176501	178963	176689	177837	4	176501,177145,177381,178832,	177079,177328,177873,178963,	FBgn0035103	Vdup1	Vdup1
FBtr0072534	chr3L	-	176501	178635	176689	177837	4	176501,177145,177381,178496,	177079,177328,177873,178635,	FBgn0035103	Vdup1	Vdup1
FBtr0072535	chr3L	-	176501	178635	176689	177837	5	176501,177145,177381,178235,178496,	177079,177328,177873,178305,178635,	FBgn0035103	Vdup1	Vdup1
FBtr0072536	chr3L	-	176501	178635	176689	177837	5	176501,177145,177381,178021,178496,	177079,177328,177873,178305,178635,	FBgn0035103	Vdup1	Vdup1
FBtr0334068	chr3L	+	179922	182535	180776	182416	5	179922,180739,181147,181489,181742,	179991,181088,181431,181680,182535,	FBgn0035104	CG13875	CG13875
FBtr0072476	chr3L	+	180291	182535	180776	182416	5	180291,180739,181147,181489,181742,	180649,181088,181431,181680,182535,	FBgn0035104	CG13875	CG13875
FBtr0110975	chr3L	-	182521	184422	183272	184364	4	182521,183757,184131,184317,	183702,184072,184260,184422,	FBgn0083976	CG34140	CG34140
FBtr0110977	chr3L	-	182521	184422	182653	183265	4	182521,183757,184131,184317,	183702,184072,184260,184422,	FBgn0083992	Mkp	Mkp
FBtr0110976	chr3L	-	182521	183702	182653	183265	1	182521,	183702,	FBgn0083992	Mkp	Mkp
FBtr0072477	chr3L	+	184625	186310	184863	185998	5	184625,184777,185134,185366,185925,	184681,185074,185303,185864,186310,	FBgn0027786	Mtch	Mtch
FBtr0072479	chr3L	+	184625	186310	184863	185998	5	184625,184777,185134,185366,185925,	184669,185074,185303,185864,186310,	FBgn0027786	Mtch	Mtch
FBtr0305544	chr3L	+	184625	186310	184863	185998	5	184625,184777,185134,185366,185925,	184662,185074,185303,185864,186310,	FBgn0027786	Mtch	Mtch
FBtr0305545	chr3L	+	184625	186310	184863	185998	5	184625,184774,185134,185366,185925,	184681,185074,185303,185864,186310,	FBgn0027786	Mtch	Mtch
FBtr0305546	chr3L	+	184625	186310	184863	185998	5	184625,184774,185134,185366,185925,	184669,185074,185303,185864,186310,	FBgn0027786	Mtch	Mtch
FBtr0072478	chr3L	+	184631	186296	184863	185998	4	184631,185134,185366,185925,	185074,185303,185864,186296,	FBgn0027786	Mtch	Mtch
FBtr0072532	chr3L	-	187206	199762	188548	198587	8	187206,196672,197347,197589,197879,198135,198761,199462,	196603,197289,197537,197806,198074,198689,199087,199762,	FBgn0035106	rno	rno
FBtr0305549	chr3L	-	187206	199762	188548	198587	8	187206,196672,197347,197589,197879,198135,198761,199626,	196603,197289,197537,197806,198074,198689,199087,199762,	FBgn0035106	rno	rno
FBtr0305548	chr3L	-	187985	199762	188548	198587	8	187985,196672,197347,197589,197879,198135,198761,199678,	196603,197289,197537,197806,198074,198689,199087,199762,	FBgn0035106	rno	rno
FBtr0072480	chr3L	+	200173	202152	200471	202031	5	200173,200389,201170,201440,201816,	200297,201060,201368,201758,202152,	FBgn0035107	mri	mri
FBtr0072481	chr3L	+	200173	202152	200471	202031	4	200173,201170,201440,201816,	201060,201368,201758,202152,	FBgn0035107	mri	mri
FBtr0072530	chr3L	-	202097	205809	202213	205445	4	202097,202488,205367,205664,	202429,203619,205472,205809,	FBgn0025592	Gyk	Gyk
FBtr0072529	chr3L	-	202104	205844	202213	205637	3	202104,202488,205367,	202429,203619,205844,	FBgn0025592	Gyk	Gyk
FBtr0072483	chr3L	+	203729	205309	203859	205242	2	203729,203843,	203790,205309,	FBgn0024945	NitFhit	NitFhit
FBtr0072484	chr3L	+	206133	207527	206191	207112	2	206133,206375,	206318,207527,	FBgn0035109	CG13876	CG13876
FBtr0072528	chr3L	-	207886	211457	208113	211308	8	207886,208371,208970,209141,209449,209783,210814,211291,	208317,208908,209079,209374,209713,210738,211219,211457,	FBgn0027587	CG7028	CG7028
FBtr0331407	chr3L	-	207886	211457	208113	211308	8	207886,208371,208970,209141,209434,209783,210814,211291,	208317,208908,209079,209374,209710,210738,211219,211457,	FBgn0027587	CG7028	CG7028
FBtr0072526	chr3L	-	211635	212687	211697	212687	3	211635,212444,212617,	212379,212559,212687,	FBgn0035110	thoc7	thoc7
FBtr0072527	chr3L	-	211635	212687	211697	212687	3	211635,212444,212617,	212379,212556,212687,	FBgn0035110	thoc7	thoc7
FBtr0072486	chr3L	+	212708	216479	212749	216109	5	212708,212843,214031,215504,215682,	212784,213976,215451,215624,216479,	FBgn0035111	CG16940	CG16940
FBtr0072487	chr3L	+	212708	216479	212844	216109	4	212708,214031,215504,215682,	213976,215451,215624,216479,	FBgn0035111	CG16940	CG16940
FBtr0304146	chr3L	+	216619	216931	216931	216931	1	216619,	216931,	FBgn0063924	Kaz1-ORFA	Kaz1-ORFA
FBtr0100851	chr3L	+	216644	218058	217420	217892	5	216644,216760,217219,217490,217854,	216706,217109,217442,217775,218058,	FBgn0063923	Kaz1-ORFB	Kaz1-ORFB
FBtr0072493	chr3L	+	216691	218058	217420	217892	4	216691,217219,217490,217854,	217109,217442,217775,218058,	FBgn0063923	Kaz1-ORFB	Kaz1-ORFB
FBtr0072490	chr3L	+	217039	218058	217519	217892	3	217039,217152,217854,	217109,217775,218058,	FBgn0063923	Kaz1-ORFB	Kaz1-ORFB
FBtr0100224	chr3L	+	217384	218058	217420	217816	2	217384,217490,	217442,218058,	FBgn0063923	Kaz1-ORFB	Kaz1-ORFB
FBtr0072488	chr3L	+	217389	218058	217420	217892	3	217389,217490,217854,	217442,217775,218058,	FBgn0063923	Kaz1-ORFB	Kaz1-ORFB
FBtr0072524	chr3L	-	217931	223069	218668	222611	9	217931,218260,219712,220506,221255,221588,221960,222269,222584,	218160,219645,220444,220582,221524,221878,222216,222513,223069,	FBgn0035113	pyx	pyx
FBtr0072525	chr3L	-	217931	220721	218668	220352	5	217931,218260,219712,220506,220641,	218160,219645,220444,220582,220721,	FBgn0035113	pyx	pyx
FBtr0304058	chr3L	+	218066	218663	218179	218590	2	218066,218282,	218195,218663,	FBgn0035112	CG13877	CG13877
FBtr0300710	chr3L	+	218066	218658	218179	218590	2	218066,218279,	218195,218658,	FBgn0035112	CG13877	CG13877
FBtr0309035	chr3L	+	224105	230964	230964	230964	4	224105,224972,225725,229588,	224183,225140,229244,230964,	FBgn0262109	CR42862	CR42862
FBtr0309036	chr3L	+	224105	230964	230964	230964	4	224105,224972,225725,227517,	224183,225140,227459,230964,	FBgn0262109	CR42862	CR42862
FBtr0309037	chr3L	+	224105	230964	230964	230964	4	224105,224972,225725,227820,	224183,225140,227764,230964,	FBgn0262109	CR42862	CR42862
FBtr0304059	chr3L	+	224105	230959	230959	230959	3	224105,224972,225725,	224183,225140,230959,	FBgn0262109	CR42862	CR42862
FBtr0309038	chr3L	+	224105	230959	230959	230959	4	224105,224972,225725,225909,	224183,225140,225849,230959,	FBgn0262109	CR42862	CR42862
FBtr0072499	chr3L	+	224105	225605	224253	224757	1	224105,	225605,	FBgn0053229	CG33229	CG33229
FBtr0303931	chr3L	-	230970	231604	231015	231589	2	230970,231555,	231485,231604,	FBgn0262035	CG42846	CG42846
FBtr0112760	chr3L	-	231680	232350	231833	232302	2	231680,231959,	231892,232350,	FBgn0085483	CG34454	CG34454
FBtr0299518	chr3L	-	232479	233351	232656	233351	4	232479,232847,233124,233322,	232790,233072,233264,233351,	FBgn0085482	CG34453	CG34453
FBtr0072521	chr3L	-	233925	246912	234298	246216	13	233925,234567,234981,235409,235578,236138,239054,239242,240733,241117,241563,245927,246382,	234504,234652,235345,235514,236074,236427,239185,240667,241057,241501,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0072522	chr3L	-	233925	246912	234298	246216	14	233925,234567,234981,235409,235578,236138,239054,239242,240176,240733,241117,241563,245927,246382,	234504,234652,235345,235514,236074,236427,239185,240116,240667,241057,241501,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0301348	chr3L	-	233925	246912	234298	246216	13	233925,234567,234981,235409,235578,236138,239054,239242,240733,241117,241563,245927,246427,	234504,234652,235345,235514,236074,236427,239185,240667,241057,241501,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0332101	chr3L	-	233925	246912	236879	246216	14	233925,234567,234981,235409,235578,236138,236862,239054,239242,240733,241117,241563,245927,246794,	234504,234652,235345,235514,236074,236427,236906,239185,240667,241057,241501,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0332102	chr3L	-	233925	246912	234298	246216	14	233925,234567,234981,235409,235578,236138,236553,239054,239242,240733,241117,241563,245927,246382,	234504,234652,235345,235514,236074,236501,236755,239185,240667,241057,241501,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0332103	chr3L	-	233925	246912	234298	246216	13	233925,234567,234981,235409,235578,236138,239054,239242,240733,241117,241563,245927,246794,	234504,234652,235345,235514,236074,236427,239185,240667,241057,241498,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0332104	chr3L	-	233925	246912	234298	246216	13	233925,234567,234981,235409,235578,236138,239054,239242,240733,241117,241563,245927,246885,	234504,234652,235345,235514,236074,236427,239185,240667,241057,241501,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0072523	chr3L	-	238322	246912	239039	246216	7	238322,239242,240733,241117,241563,245927,246382,	239185,240667,241057,241501,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0301349	chr3L	-	238322	246912	239039	246216	8	238322,239242,240176,240733,241117,241563,245927,246794,	239185,240116,240667,241057,241501,245475,246323,246912,	FBgn0000541	E(bx)	E(bx)
FBtr0072501	chr3L	+	247490	250305	248000	249964	8	247490,247982,248201,248675,248918,249400,249531,249708,	247620,248116,248621,248865,249342,249477,249650,250305,	FBgn0052476	mthl14	mthl14
FBtr0072520	chr3L	-	250228	257954	250509	257625	16	250228,250670,250876,251389,252111,252538,252693,252834,253313,254696,255162,255813,256213,256648,257129,257552,	250613,250819,251325,252050,252481,252643,252775,252995,254636,255037,255715,255904,256593,257056,257201,257954,	FBgn0024806	DIP2	DIP2
FBtr0305325	chr3L	-	250228	257954	250509	257625	16	250228,250670,250876,251389,252111,252538,252693,252834,253313,254696,255162,255813,256213,256648,257129,257552,	250613,250819,251325,252050,252481,252643,252775,252944,254636,255037,255715,255904,256590,257056,257201,257954,	FBgn0024806	DIP2	DIP2
FBtr0332108	chr3L	-	250228	257954	250509	257625	16	250228,250670,250876,251389,252111,252538,252693,252834,253313,254696,255162,255813,256213,256648,257129,257552,	250613,250819,251325,252050,252481,252643,252775,252944,254636,255037,255715,255904,256593,257056,257201,257954,	FBgn0024806	DIP2	DIP2
FBtr0332109	chr3L	-	250228	257954	250509	257625	16	250228,250670,250876,251389,252111,252538,252693,252834,253313,254696,255162,255813,256213,256648,257129,257552,	250613,250819,251325,252050,252481,252643,252775,252995,254636,255037,255715,255904,256590,257056,257201,257954,	FBgn0024806	DIP2	DIP2
FBtr0332110	chr3L	-	250228	257954	250509	257625	16	250228,250670,250876,251389,252111,252538,252693,252834,253313,254696,255162,255813,256213,256648,257129,257552,	250613,250819,251325,252050,252463,252643,252775,252995,254636,255037,255715,255904,256593,257056,257201,257954,	FBgn0024806	DIP2	DIP2
FBtr0332106	chr3L	+	258175	259097	258391	258997	3	258175,258450,258822,	258395,258763,259097,	FBgn0035120	wac	wac
FBtr0289972	chr3L	+	258349	259097	258391	258997	3	258349,258450,258822,	258395,258763,259097,	FBgn0035120	wac	wac
FBtr0300711	chr3L	+	258405	259097	258485	258997	2	258405,258822,	258763,259097,	FBgn0035120	wac	wac
FBtr0309769	chr3L	-	259969	260280	260280	260280	1	259969,	260280,	FBgn0263470	snoRNA:Tudor-SN-a	snoRNA:Tudor-SN-a
FBtr0113599	chr3L	-	261802	261953	261953	261953	1	261802,	261953,	FBgn0083014	snoRNA:Psi18S-996	snoRNA:Psi18S-996
FBtr0310415	chr3L	+	264778	265932	264851	265444	2	264778,265111,	265049,265932,	FBgn0035122	mRpL17	mRpL17
FBtr0072503	chr3L	+	264778	265596	264851	265444	2	264778,265111,	265049,265596,	FBgn0035122	mRpL17	mRpL17
FBtr0112458	chr3L	-	265594	265908	265594	265908	2	265594,265697,	265641,265908,	FBgn0085292	CG34263	CG34263
FBtr0310416	chr3L	+	267298	270336	268242	269119	5	267298,268219,268562,268780,269096,	267391,268459,268700,268960,270336,	FBgn0027111	miple	miple
FBtr0072504	chr3L	+	267763	270336	268242	269119	5	267763,268219,268562,268780,269096,	267869,268459,268700,268960,270336,	FBgn0027111	miple	miple
FBtr0072505	chr3L	+	267763	270336	268242	269119	5	267763,268219,268562,268780,269096,	267853,268459,268700,268960,270336,	FBgn0027111	miple	miple
FBtr0332839	chr3L	+	271199	275018	273564	274889	5	271199,273549,274103,274594,274866,	271507,274030,274241,274807,275018,	FBgn0029002	miple2	miple2
FBtr0072506	chr3L	+	271637	275018	273564	274889	5	271637,273549,274103,274594,274866,	271791,274030,274241,274807,275018,	FBgn0029002	miple2	miple2
FBtr0332836	chr3L	+	271637	275018	273564	274889	5	271637,273549,274103,274594,274866,	271791,274030,274250,274807,275018,	FBgn0029002	miple2	miple2
FBtr0332837	chr3L	+	271637	275018	273564	274889	5	271637,273549,274103,274594,274866,	271791,274030,274241,274813,275018,	FBgn0029002	miple2	miple2
FBtr0072518	chr3L	-	272209	273391	272209	273370	1	272209,	273391,	FBgn0052845	CG32845	CG32845
FBtr0332838	chr3L	+	273343	275018	273564	274889	5	273343,273549,274103,274594,274866,	273390,274030,274241,274807,275018,	FBgn0029002	miple2	miple2
FBtr0072507	chr3L	+	275154	276667	275337	276567	1	275154,	276667,	FBgn0035124	ttm2	ttm2
FBtr0333962	chr3L	+	277436	305292	278199	303883	16	277436,278177,278400,281123,282086,286597,288769,289370,290749,291313,298958,300894,301757,302359,302584,302748,	277755,278331,281056,281734,282658,288474,289280,290327,291112,291397,299016,301681,302301,302522,302691,305292,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333961	chr3L	+	277436	304096	278199	303883	16	277436,278177,278400,281120,282086,286597,288769,289370,290749,291313,298958,300894,301757,302359,302584,302748,	277755,278331,281056,281734,282658,288474,289280,290327,291112,291397,299016,301681,302301,302522,302691,304096,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333958	chr3L	+	292691	304096	292898	303883	7	292691,298958,300894,301757,302359,302584,302748,	293185,299016,301681,302301,302522,302691,304096,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333952	chr3L	+	297801	305292	297897	303883	7	297801,298958,300894,301757,302359,302584,302748,	298139,299016,301681,302301,302522,302691,305292,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333956	chr3L	+	297801	304315	297897	303883	7	297801,298958,300894,301757,302359,302584,302748,	298139,299016,301681,302301,302522,302691,304315,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333953	chr3L	+	300569	304096	300731	303883	7	300569,300900,301162,301757,302359,302584,302748,	300848,301108,301681,302301,302522,302691,304096,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333954	chr3L	+	300569	304096	300731	303883	6	300569,300894,301757,302359,302584,302748,	300773,301681,302301,302522,302691,304096,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333955	chr3L	+	300569	304008	300731	303883	7	300569,300894,301162,301757,302359,302584,302748,	300848,301108,301681,302301,302522,302691,304008,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333959	chr3L	+	300582	304096	301167	303883	7	300582,300894,301162,301757,302359,302584,302748,	300773,301104,301681,302301,302522,302691,304096,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333960	chr3L	+	300582	304096	301167	303883	7	300582,300894,301162,301757,302359,302584,302748,	300848,301104,301681,302301,302522,302691,304096,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0333957	chr3L	+	300585	304096	300867	303883	5	300585,301757,302359,302584,302748,	301681,302301,302522,302691,304096,	FBgn0264707	RhoGEF3	RhoGEF3
FBtr0072516	chr3L	-	305392	319884	306358	314027	12	305392,306604,306828,306981,307318,307511,307694,310276,310524,311173,313023,318990,	306546,306769,306917,307256,307456,307630,310178,310465,310786,311285,314317,319884,	FBgn0004373	fwd	fwd
FBtr0072515	chr3L	-	306225	319884	306358	314027	12	306225,306604,306828,306981,307318,307511,307694,310276,310524,311173,313023,319746,	306546,306769,306917,307256,307456,307630,310178,310465,310786,311285,314317,319884,	FBgn0004373	fwd	fwd
FBtr0332841	chr3L	-	306225	319884	306358	314027	13	306225,306604,306828,306981,307318,307511,307694,310276,310524,311173,313023,318990,319746,	306546,306769,306917,307256,307456,307630,310178,310465,310786,311285,314317,319513,319884,	FBgn0004373	fwd	fwd
FBtr0072517	chr3L	-	306225	311642	306358	311281	11	306225,306604,306828,306981,307318,307511,307694,310276,310524,311173,311381,	306546,306769,306917,307256,307456,307630,310178,310465,310786,311285,311642,	FBgn0004373	fwd	fwd
FBtr0299836	chr3L	+	317083	317699	317207	317614	2	317083,317464,	317411,317699,	FBgn0085293	CG34264	CG34264
FBtr0306849	chr3L	+	317083	317699	317207	317621	2	317083,317464,	317395,317699,	FBgn0085293	CG34264	CG34264
FBtr0299835	chr3L	+	317086	317789	317207	317614	3	317086,317464,317719,	317411,317656,317789,	FBgn0085293	CG34264	CG34264
FBtr0072576	chr3L	-	321232	324720	321928	324655	6	321232,321914,322892,323239,324048,324652,	321363,322828,323168,323994,324598,324720,	FBgn0052344	CG32344	CG32344
FBtr0299831	chr3L	-	324984	327992	325235	327641	9	324984,325754,325879,326032,326421,326866,327134,327545,327747,	325694,325824,325974,326358,326539,327079,327488,327677,327992,	FBgn0052343	Atac3	Atac3
FBtr0309236	chr3L	-	324984	327992	325235	327641	10	324984,325754,325879,326032,326421,326703,326866,327134,327545,327798,	325694,325824,325974,326358,326539,326724,327079,327488,327677,327992,	FBgn0052343	Atac3	Atac3
FBtr0299838	chr3L	-	324984	327769	325235	327641	8	324984,325754,325879,326032,326421,326866,327134,327545,	325694,325824,325974,326358,326539,327079,327488,327769,	FBgn0052343	Atac3	Atac3
FBtr0332840	chr3L	-	324984	327769	325235	327641	9	324984,325754,325879,326032,326421,326703,326866,327134,327545,	325694,325824,325974,326358,326539,326724,327079,327488,327769,	FBgn0052343	Atac3	Atac3
FBtr0306560	chr3L	+	328096	356050	351625	355527	11	328096,328988,351366,352299,352475,352629,352837,353760,354499,355198,355437,	328468,329025,351778,352407,352568,352771,353687,354446,355124,355376,356050,	FBgn0261985	Ptpmeg	Ptpmeg
FBtr0306563	chr3L	+	328096	356050	351625	355527	10	328096,351366,352299,352475,352629,352837,353760,354499,355198,355437,	328468,351778,352407,352568,352771,353687,354446,355124,355376,356050,	FBgn0261985	Ptpmeg	Ptpmeg
FBtr0072574	chr3L	-	329821	332309	330039	331936	7	329821,330135,330277,330540,330755,331048,331296,	330074,330215,330481,330697,330989,331240,332309,	FBgn0035131	mthl9	mthl9
FBtr0333904	chr3L	-	332800	342915	333474	336682	5	332800,334974,335244,335928,342815,	333640,335169,335857,336692,342915,	FBgn0035132	mthl10	mthl10
FBtr0306566	chr3L	-	332800	341388	333474	336682	5	332800,334974,335244,335928,340780,	333640,335169,335857,336692,341388,	FBgn0035132	mthl10	mthl10
FBtr0333903	chr3L	-	332800	339016	333474	336682	5	332800,334974,335244,335928,338486,	333640,335169,335857,336692,339016,	FBgn0035132	mthl10	mthl10
FBtr0072573	chr3L	-	333315	339016	333474	336682	5	333315,334974,335244,335928,338486,	333640,335199,335857,336692,339016,	FBgn0035132	mthl10	mthl10
FBtr0306564	chr3L	-	333315	339016	333956	336682	7	333315,333941,334974,335244,335928,338486,338846,	333640,334119,335199,335857,336692,338626,339016,	FBgn0035132	mthl10	mthl10
FBtr0306565	chr3L	-	334258	341388	334282	336682	5	334258,334974,335244,335928,340780,	334394,335169,335857,336692,341388,	FBgn0035132	mthl10	mthl10
FBtr0072572	chr3L	-	334657	342915	334657	336682	5	334657,334974,335244,335928,342815,	334829,335169,335857,336692,342915,	FBgn0035132	mthl10	mthl10
FBtr0072570	chr3L	-	343377	346957	343954	345881	9	343377,343954,344106,344366,344614,344922,345157,345374,346814,	343652,344039,344301,344538,344869,345099,345311,345885,346957,	FBgn0023000	mth	mth
FBtr0072571	chr3L	-	343377	346957	343543	345881	8	343377,344106,344366,344614,344922,345157,345374,346814,	343652,344301,344538,344869,345099,345311,345885,346957,	FBgn0023000	mth	mth
FBtr0306850	chr3L	-	343377	346957	343954	345881	9	343377,343954,344106,344366,344614,344922,345157,345374,346814,	343652,344039,344301,344538,344869,345099,345311,346338,346957,	FBgn0023000	mth	mth
FBtr0306562	chr3L	+	347458	356050	351625	355527	10	347458,351366,352299,352475,352629,352837,353760,354499,355198,355437,	347779,351778,352407,352568,352771,353687,354446,355124,355376,356050,	FBgn0261985	Ptpmeg	Ptpmeg
FBtr0306561	chr3L	+	347458	355739	351625	355527	10	347458,351366,352299,352475,352629,352837,353760,354499,355198,355437,	347658,351778,352407,352568,352771,353687,354446,355124,355376,355739,	FBgn0261985	Ptpmeg	Ptpmeg
FBtr0306559	chr3L	+	351074	355739	351625	355527	10	351074,351366,352299,352475,352629,352837,353760,354499,355198,355437,	351286,351778,352407,352568,352771,353687,354446,355124,355376,355739,	FBgn0261985	Ptpmeg	Ptpmeg
FBtr0072546	chr3L	+	356421	357664	356421	357459	1	356421,	357664,	FBgn0035134	CG1231	CG1231
FBtr0072569	chr3L	-	357850	361383	358496	361128	4	357850,359244,360748,361083,	359185,360689,361014,361383,	FBgn0035136	CG6905	CG6905
FBtr0300727	chr3L	-	357850	361256	358496	361128	4	357850,359244,360748,361083,	359185,360689,361014,361256,	FBgn0035136	CG6905	CG6905
FBtr0072547	chr3L	+	357980	358486	358030	358399	1	357980,	358486,	FBgn0040291	Roc1b	Roc1b
FBtr0072548	chr3L	+	361471	365681	361657	365246	4	361471,361752,362426,364964,	361699,362341,364903,365681,	FBgn0035137	CG1233	CG1233
FBtr0072549	chr3L	+	361471	365681	362274	365246	3	361471,362426,364964,	362341,364903,365681,	FBgn0035137	CG1233	CG1233
FBtr0072568	chr3L	-	365663	366437	365830	366322	1	365663,	366437,	FBgn0035138	CG13884	CG13884
